0,163398,681833
1,505774,661022
0,475434,112469
0,256858,293914
0,256858,792383
1,248004,345428
0,74604,763183
0,84561,348918
1,185448,731654
1,245108,474619
1,178954,588488
0,643580,654770
1,683357,457897
1,698211,614610
1,531769,673227
1,469532,361123
1,657395,53207
0,162166,445149
0,161108,158073
1,534006,552953
0,162166,686590
1,107547,161952
1,708227,361123
1,448171,330594
0,825136,552239
0,411179,115368
1,751631,35361
1,226631,277922
1,824619,277996
1,503300,673370
0,475434,223040
0,563655,149022
0,397870,503917
0,629927,538319
1,273932,724398
0,411179,541685
0,271211,816499
0,393346,390144
0,63090,136516
0,775118,223009
1,162549,75132
0,451915,201610
0,617213,269790
1,63564,705500
1,569895,799627
1,190177,457200
1,125161,585085
1,25734,279543
0,617213,311929
1,706007,241070
0,161108,179160
0,742798,518870
0,577681,489341
0,655345,613631
0,746834,722880
0,394152,353104
1,307662,364170
0,742798,624421
0,410411,950
1,793467,258765
1,148904,220470
0,617213,118815
0,828968,754394
0,389220,167107
1,799697,121788
0,162166,70761
0,163398,339920
1,653368,365760
1,836620,785828
0,828968,699838
1,803835,624218
1,418967,553012
0,592943,207810
1,55691,557831
1,319089,141980
0,63090,215498
0,333674,433682
0,378856,778489
0,409066,732090
0,397870,436146
1,347255,580031
1,702758,388611
0,779170,717730
1,446816,421102
1,445226,105554
0,54141,324438
1,133440,489555
1,197573,612480
1,776804,586907
0,704218,688798
0,577681,380339
1,345903,572222
1,534592,334804
0,330024,622757
0,577681,102571
1,570730,54415
0,389220,549460
0,161108,574304
0,291850,527916
0,235274,84770
0,817680,658600
1,1173,686723
1,330760,673028
0,393346,297832
0,592943,664053
0,629927,693541
1,599,454683
1,129696,118309
0,828968,454212
1,740918,175525
0,172772,690045
0,410411,546800
1,64983,276753
1,511903,511903
0,415071,193145
1,530587,71158
1,113874,827022
1,645509,446047
0,163398,272154
1,395800,719935
1,245080,243500
0,141580,450899
0,704218,252882
1,95863,259001
0,333674,3658
1,356347,815791
0,704218,38426
1,305170,538702
0,394152,298688
1,716542,193654
1,486197,142239
0,264991,692447
0,42526,51159
0,94693,792746
0,742798,738668
1,377858,778958
1,271065,794114
0,91659,66975
1,413768,307549
0,235274,713821
1,274291,674190
0,162166,321599
1,585891,509378
1,632778,621723
1,291229,191102
0,746834,464428
1,397556,818260
1,526182,401422
0,327150,568088
1,2295,745458
1,92957,720748
0,271211,463971
0,720678,341835
0,389220,524914
1,285883,713838
0,327150,744266
1,206507,56470
1,59675,743042
1,690211,598095
1,359201,184096
0,162166,125975
1,237397,813765
1,110779,471486
0,563655,618396
0,756771,472499
1,235700,315914
0,629927,481750
0,271211,743598
0,834188,575348
0,264991,517434
0,389220,547863
1,683699,298721
1,514801,340672
1,320455,830282
0,746834,775360
0,592943,628607
1,383425,502263
0,84561,771230
0,828968,421932
1,685138,174202
1,640189,460443
1,511786,361123
0,546097,353092
0,779170,699357
1,80989,382728
1,120795,259001
1,432384,831397
1,212802,277317
0,256858,708154
1,636720,45641
1,732779,192151
1,135978,724969
0,655345,660135
0,756771,18387
0,410411,193173
1,288064,17817
0,333674,668373
0,63090,657309
0,397870,144475
0,835939,341962
0,655345,161500
0,271211,808384
0,42526,721081
1,693309,513041
1,101895,545587
0,756771,417390
1,760381,36687
1,481877,266924
0,484132,44903
0,451915,89618
1,100472,182162
0,330024,771456
0,756771,332583
0,11183,314047
1,193100,517692
0,393346,459190
1,445740,307783
1,459669,588958
0,91659,81942
1,98306,77446
0,757507,80575
0,394152,425371
1,380586,586710
0,394152,537922
0,757507,16703
1,301327,799528
0,629927,145812
0,389220,315656
0,756771,127043
0,551893,163114
0,378856,220454
0,746834,783906
1,100392,353490
0,163398,744266
0,413733,789638
0,663566,701766
1,356693,361185
1,585948,330037
1,551358,371264
1,440435,83801
1,580295,699846
1,267205,288639
0,655345,123076
1,710444,245670
1,498622,765823
1,195381,29371
1,450302,488471
1,593186,145801
0,415071,660328
1,309721,629374
0,330024,502289
1,23207,572746
1,764623,359796
1,261736,67670
1,459876,274624
1,705825,144546
0,663566,276133
1,172136,422647
1,427076,74509
1,249749,313430
0,91659,800410
1,515026,397700
0,54141,648739
0,779170,176973
0,397870,546899
0,746834,178330
0,742798,702488
1,333543,304637
0,617213,462267
0,172772,138279
0,426260,715295
0,162166,803232
1,451299,757056
0,393346,459027
0,426260,87526
1,559820,559820
0,592943,558846
0,742798,449829
1,646322,630185
1,419101,486559
1,776439,30623
0,411179,670376
1,601798,751185
0,94693,159039
0,663566,511346
0,617213,220454
0,378856,316818
0,271211,490610
0,563655,515265
0,704218,769253
0,451915,413832
0,172772,161081
1,657190,224083
0,779170,5623
0,264991,218785
1,316590,85536
0,410411,542054
1,661939,749164
0,162166,444505
1,242730,538204
0,397870,237604
1,184119,128952
0,591266,520272
0,451915,349072
1,226358,540206
0,141580,333713
0,253901,523430
1,389691,593098
1,659637,783402
0,393346,139831
0,426260,179160
0,720678,217156
0,393346,580008
0,704218,559023
1,444676,478370
0,410411,688426
0,676610,200887
0,163398,117410
0,558602,295690
1,139514,720969
0,720678,700907
1,382003,352698
0,779170,360882
1,17661,743488
0,397870,732676
1,504872,556540
1,626449,626449
0,253901,148422
0,253901,554938
1,228866,450636
0,94693,624112
1,425289,314881
0,389220,379827
0,655345,602455
0,394152,462046
1,650207,726536
1,228242,189522
0,74604,622600
0,720678,738502
0,63090,721641
1,116279,95466
0,828968,512673
0,413733,155889
1,594240,798454
0,256858,435184
0,828968,561836
0,94693,521180
1,805057,499197
0,451915,276133
1,657538,283894
0,757507,541365
0,779170,150388
0,327150,782327
0,757507,538650
1,487563,194232
0,825136,4072
0,828968,963
1,349688,680689
0,617213,36991
0,591266,308954
0,54141,298794
0,484132,666655
1,735669,565094
0,327150,421257
0,591266,714756
1,626076,791899
0,835939,835886
0,333674,797764
1,220733,203931
1,195769,673427
0,558602,805913
0,333674,209432
1,110986,747910
1,364682,467750
1,79585,700549
1,616707,514013
1,794208,362075
0,393346,806359
1,304112,735306
1,266532,33774
0,484132,137602
0,330024,821783
0,354847,557185
0,535277,735106
1,416399,730260
1,719871,20337
0,84561,17906
0,397870,748215
1,556384,579799
0,378856,150525
0,835939,476493
0,253901,318078
1,469333,438656
1,640226,640226
1,265112,148439
0,415071,246698
1,67884,718847
1,489709,577753
0,720678,687430
1,306017,26929
0,413733,713154
0,484132,231775
0,484132,353520
1,457539,668948
0,253901,8335
1,241169,253490
0,835939,770152
1,578,537505
1,526370,365978
0,91659,586759
1,770857,341666
1,121873,832081
1,614921,769668
1,355787,556068
1,168848,549798
0,333674,179453
0,426260,154256
0,720678,129216
0,354847,249686
1,490696,694651
0,397870,803341
1,2312,235889
0,411179,620334
0,757507,448723
1,771543,826106
1,21115,510023
1,563178,24979
0,563655,677962
0,720678,256552
1,421410,270790
1,752921,229637
1,372043,833297
0,484132,656840
0,411179,760213
1,255574,507011
0,577681,585791
0,592943,13375
1,474626,627024
0,409066,735676
1,240685,30798
1,734473,482303
0,643580,470086
0,704218,93035
0,676610,712442
1,275123,291608
1,701497,809841
0,91659,562749
0,415071,380855
0,834188,182588
0,592943,706272
0,21026,233660
0,333674,298236
0,563655,171249
0,746834,236134
0,592943,698850
0,742798,434114
0,742798,778652
1,367361,519802
1,148757,826564
0,409066,794352
0,720678,741822
0,828968,126450
0,484132,525156
0,558602,447109
0,825136,541381
1,172066,361123
0,484132,676103
1,153009,31075
1,672591,663115
1,636660,189980
0,742798,430066
0,835939,414697
0,546097,186193
0,397870,291701
1,304279,794746
0,411179,366756
0,535277,213041
0,746834,454692
1,793378,772666
1,30743,635021
0,42526,397275
0,617213,546703
1,526862,9564
1,66389,346236
0,577681,824718
0,327150,136592
1,828184,415283
0,394152,559063
1,819568,246604
0,84561,626957
0,271211,759373
1,588335,269909
1,651060,127163
1,725318,156540
0,629927,818840
1,83156,687249
1,426419,592086
0,235274,707695
0,330024,598792
0,389220,570023
0,141580,791553
0,84561,667869
0,592943,324744
0,757507,542904
0,592943,291701
1,174015,189930
1,319226,74864
0,94693,14721
0,291850,543189
1,407772,129303
1,286315,736509
0,42526,505940
0,663566,128567
1,67540,765239
1,122757,1891
0,484132,131616
1,564733,249237
1,667548,475651
0,426260,241774
0,264991,24374
0,663566,37930
1,396457,172463
1,752952,139442
1,576095,648126
0,617213,818837
0,63090,542829
0,410411,199697
0,546097,288426
0,253901,528577
0,817680,764502
0,720678,238784
1,143766,580564
0,253901,241835
1,626760,597272
0,172772,469283
1,669348,594869
1,574723,766155
1,549509,29243
0,161108,799387
1,289166,297567
1,334727,685779
0,817680,622600
0,397870,133833
0,253901,315196
1,233807,652223
0,746834,233565
1,407018,746286
0,409066,627829
1,213937,7823
0,756771,491035
1,214342,421026
0,256858,382442
1,430247,670612
0,663566,316818
0,834188,58814
0,172772,495897
0,546097,732282
1,303098,141419
0,378856,296533
1,705347,326031
1,321420,588479
1,727363,661978
0,333674,359034
0,415071,3989
1,626666,626666
0,484132,651567
1,618325,28328
0,742798,108050
1,107131,75601
0,775118,586501
1,321157,827324
1,226934,343437
0,411179,307320
0,643580,520946
0,451915,489881
0,63090,579415
1,826855,13981
0,163398,705298
0,409066,298152
0,235274,573689
0,591266,549034
1,681890,662086
0,720678,791983
1,340767,733052
1,180582,107479
0,546097,412141
0,42526,701766
0,643580,265152
0,535277,186171
1,231637,55487
0,426260,238059
0,655345,571973
0,354847,183604
1,775736,224458
0,475434,117228
0,592943,122056
0,91659,809204
1,591296,508162
1,527433,632986
0,546097,656509
0,291850,759373
0,291850,346279
0,409066,129788
0,577681,655685
1,227968,600109
0,535277,14586
0,413733,39030
0,333674,464913
0,163398,680362
0,720678,217307
0,63090,392247
0,655345,540181
0,141580,84652
0,629927,343032
1,564551,777740
0,413733,668683
1,507326,507326
0,54141,4966
0,327150,189444
1,224155,611748
1,159709,146717
0,63090,501290
1,486224,749627
1,209897,344804
1,119490,405861
0,451915,82903
1,822201,323301
1,166180,724183
1,404382,538204
0,141580,689481
0,256858,654409
1,828541,150665
1,127286,732002
0,617213,589486
1,833971,228645
0,535277,336896
0,411179,463790
0,835939,182487
0,327150,257404
0,655345,355568
0,172772,732282
0,94693,505881
0,172772,209833
0,629927,21476
1,248391,831369
1,145073,755333
0,94693,834514
1,325477,440762
0,54141,556752
1,662064,823636
0,825136,694685
0,172772,308969
1,388812,505554
1,340373,340373
0,484132,123491
1,28834,423473
1,545972,206518
0,655345,222644
1,696780,362758
1,793632,811705
1,461886,788475
1,382597,637012
0,655345,722912
1,1762,238920
1,418878,13592
0,264991,332583
0,84561,363593
0,834188,774366
1,244588,300186
0,161108,688426
0,720678,57073
1,467636,830379
0,629927,280081
0,828968,632368
0,393346,624112
1,365605,321831
1,208539,463985
1,648490,257947
0,746834,328741
1,508893,141419
0,484132,252882
1,531491,61417
0,720678,17906
1,176090,636189
1,555242,612118
1,523810,358284
0,546097,351867
0,327150,746531
1,677932,645695
0,817680,778536
0,397870,697411
0,411179,708337
0,676610,179615
0,333674,273378
0,746834,33350
1,176401,141419
0,409066,568885
0,161108,333713
1,218357,137077
0,235274,239835
0,172772,580729
1,44497,510259
1,48844,439035
0,835939,301248
0,161108,760915
0,161108,168060
1,360213,130986
0,834188,260346
0,484132,627870
1,549144,643023
0,756771,511711
0,141580,792276
0,161108,570648
1,527871,543268
1,531641,212135
0,825136,717844
0,629927,195951
0,676610,279923
1,697231,413018
0,54141,544123
1,248394,256037
1,207326,336605
0,397870,623833
1,762792,488507
1,612264,491974
1,121507,201037
1,317743,751576
1,807882,602557
1,122141,466934
0,746834,405714
1,302539,609500
1,177782,776130
1,374026,771989
1,271322,515622
0,235274,635665
0,426260,207432
0,535277,570513
0,42526,772364
1,107768,317468
0,756771,59538
0,592943,151914
1,710470,239962
1,804186,832535
1,9393,729067
0,91659,344158
1,611984,141419
1,623010,329533
0,291850,588972
1,81669,300395
1,787178,410861
1,785716,179559
0,551893,175850
1,638526,466351
0,253901,556678
1,685405,707311
1,626649,168000
1,586510,68148
1,404311,345140
0,409066,139516
0,563655,171034
1,490556,149975
1,384427,808010
0,11183,91540
0,779170,161156
1,20889,461363
0,63090,470671
1,490952,490952
1,434743,548258
1,166605,458984
1,390494,776130
0,21026,274500
1,709307,709307
0,63090,200488
1,530227,462484
0,676610,102535
1,700554,834726
1,787585,400007
0,161108,337263
0,591266,279923
0,54141,91683
0,84561,425371
1,181579,246130
0,235274,540588
0,558602,557649
0,397870,424520
1,177519,369128
0,63090,411905
0,330024,829553
0,91659,790643
0,426260,622671
0,410411,7891
0,546097,422154
0,817680,809951
0,63090,687682
0,779170,17943
0,746834,408716
0,663566,470678
0,411179,95478
1,44853,171889
1,407792,486245
0,451915,431455
0,411179,193139
1,507891,512813
1,480970,480970
0,74604,482104
0,629927,315407
1,681191,711
0,91659,575204
0,592943,111343
0,484132,179243
0,676610,128148
0,643580,431824
0,757507,326340
0,546097,598460
1,176110,604996
0,330024,145660
1,196979,658112
1,673643,141895
1,616080,610381
1,77297,184927
0,663566,123637
1,766790,388912
1,363331,750143
1,395506,201828
1,280668,591943
0,655345,521519
0,389220,422893
0,11183,746310
0,629927,739640
1,455954,470210
1,352645,814226
0,21026,355197
0,551893,227531
1,340341,44818
0,817680,661572
1,690406,650621
0,162166,714810
0,742798,608386
1,552161,510714
0,42526,561886
0,235274,117779
1,576462,595251
0,409066,82734
0,63090,482565
1,834,773366
0,655345,557399
0,291850,442007
1,160042,144990
0,163398,476369
1,733221,461877
0,825136,336673
1,784484,419690
0,11183,294298
1,287975,351458
0,54141,268602
1,754877,611748
1,496708,252597
0,629927,233318
0,42526,413409
0,535277,634069
0,330024,444840
1,151204,600663
1,270812,663967
1,264421,461398
1,717022,269243
0,475434,660341
1,442404,105710
0,426260,73603
0,484132,691720
1,346611,609264
1,178345,710647
1,736436,352238
1,749112,832081
0,834188,284604
0,394152,80575
1,356620,108849
1,328633,171982
1,52798,648570
1,678236,297823
0,592943,448261
1,387088,724242
1,411422,316932
1,754847,156811
1,563245,376284
1,121221,743484
0,704218,175478
0,141580,335513
1,754931,433908
0,378856,153824
1,592689,813824
0,394152,377946
1,679510,547588
0,411179,473482
1,12039,568538
0,397870,425693
0,746834,694773
1,488762,368887
0,94693,221275
0,663566,49638
1,370123,592853
0,835939,723572
0,835939,578224
0,742798,244153
1,763528,116158
0,742798,710107
1,537725,174960
0,54141,758121
1,203661,2827
0,643580,324942
0,655345,493038
1,751420,696653
1,260086,287172
0,411179,728106
0,779170,634704
0,546097,436798
1,379419,242648
0,42526,146180
0,558602,429546
0,563655,359982
0,617213,762720
0,291850,340118
1,124976,79348
0,415071,90060
0,63090,249427
0,42526,374983
0,84561,554753
0,591266,360688
0,330024,600466
1,755082,361123
0,397870,324438
0,172772,308949
0,327150,185402
0,828968,625279
0,397870,757795
0,592943,757521
1,703391,63731
1,20244,576425
1,598400,812748
0,74604,451306
1,290735,206751
1,167014,384480
1,597255,445243
1,122301,248009
0,161108,467746
0,415071,382594
0,63090,17445
0,42526,42270
1,636627,506186
0,410411,194350
1,241672,403819
1,94664,252521
1,18767,562187
1,598642,593444
0,162166,662714
0,327150,665935
0,629927,234995
1,708197,384172
0,720678,230150
1,707927,493120
1,31825,507741
0,558602,651798
0,84561,271131
1,725996,431830
0,84561,331198
1,251425,43028
1,2440,463017
0,327150,196414
0,835939,127712
0,825136,86669
0,742798,687682
0,327150,122078
1,417043,828591
1,208338,557561
0,161108,429799
0,411179,728714
1,95817,263605
0,378856,544431
1,776441,707984
1,381149,255605
0,563655,199053
1,389987,190193
0,389220,383175
0,354847,20548
0,546097,387320
1,656056,326349
0,643580,44002
0,720678,418044
1,151021,173597
1,544486,431652
0,742798,530005
1,260459,660475
1,35185,172593
0,172772,60882
0,451915,46821
1,191519,137711
0,825136,575204
1,206722,576908
0,757507,477675
1,529729,161311
0,828968,524129
1,672960,791192
0,172772,435959
0,835939,468233
1,247060,293240
1,500804,141419
1,358940,151379
0,393346,791967
1,328899,813765
0,655345,719784
1,217191,298853
0,333674,589519
0,397870,51566
0,84561,829449
1,62826,274531
1,825607,405945
0,409066,2617
0,643580,619599
0,655345,206947
0,835939,138991
1,737185,260940
1,524706,701458
0,591266,288783
1,165331,474025
0,484132,695567
1,510026,510026
1,99649,418219
1,280881,366545
0,389220,635712
0,835939,86899
1,29211,320622
1,149138,812280
1,101894,226928
1,438890,733744
1,751525,9098
1,225926,417906
0,720678,539646
1,661608,623706
0,141580,51495
1,688766,106484
0,779170,223486
0,84561,28626
1,485524,374737
1,308686,269479
0,235274,754745
1,94847,178272
0,825136,779548
1,28625,239713
0,551893,816074
1,605783,549798
0,264991,789868
1,66209,503416
0,577681,284100
0,775118,565398
1,559979,501345
1,232146,489811
0,397870,241593
0,655345,605362
1,517190,425302
1,221659,404077
0,629927,734140
1,183851,139040
0,676610,337473
0,676610,808334
0,835939,127538
0,161108,646233
0,655345,123698
0,84561,18263
0,629927,670852
0,74604,104539
0,720678,51095
0,94693,213281
1,378901,328507
0,409066,832630
0,393346,732312
0,591266,16703
0,551893,608956
1,198647,782038
0,757507,807876
0,91659,372451
1,445367,796779
0,163398,123076
1,359177,137167
1,234572,377526
1,429542,426857
0,409066,565779
1,122267,65420
1,750080,433665
0,235274,420084
0,94693,397891
1,561992,383832
0,397870,583307
1,450367,755788
1,143324,530923
0,378856,90494
1,317742,503728
1,180066,704091
0,91659,239221
0,162166,69509
1,641307,204696
0,413733,95478
0,393346,673117
1,403833,614447
0,817680,620334
1,244080,520682
1,22159,54458
0,253901,393389
0,84561,687041
1,617131,522994
1,820291,614610
1,118796,797407
1,635946,254505
1,245988,193246
0,42526,459299
1,46412,49367
0,546097,255714
0,397870,135463
0,775118,417438
0,327150,3386
0,663566,469934
0,676610,620918
1,41938,365978
0,676610,37754
0,415071,247405
0,378856,555489
0,475434,303570
1,693736,31010
0,253901,121960
1,632653,828526
0,617213,646092
0,558602,736389
0,393346,543492
1,675084,366854
0,592943,347557
1,763316,383339
0,546097,782026
0,415071,524522
0,817680,549315
0,42526,221298
1,762115,189455
0,333674,29309
1,247355,481354
1,624124,256556
0,704218,165967
0,172772,388726
1,177813,414345
1,123059,508162
1,412408,51191
0,54141,630925
1,283976,187126
0,577681,306931
0,410411,500585
0,643580,195183
0,161108,127992
1,823864,194984
1,418033,763411
0,393346,674355
1,818793,703535
0,411179,730593
0,676610,145812
0,333674,648367
1,7711,165853
1,419780,512216
0,397870,750121
1,810164,68185
0,415071,289409
1,108500,357650
0,563655,255260
0,415071,645745
1,350982,233695
1,14932,330818
0,546097,326845
1,741015,375810
1,425708,220634
1,377315,717324
1,702888,305282
1,632898,459499
0,413733,419258
1,32425,443668
1,695665,26622
0,563655,577206
0,746834,217948
1,634131,588368
1,434845,327836
1,387264,438930
1,774256,333022
1,333323,316407
1,448159,281558
1,527193,222812
0,663566,209833
0,162166,813254
0,629927,90421
0,333674,50667
0,834188,370887
0,834188,722279
0,330024,774226
0,828968,486624
1,661245,321128
0,757507,671508
1,564817,352238
0,828968,443921
0,617213,222683
1,380065,89105
1,654346,86937
0,94693,649362
0,91659,308949
0,825136,389009
1,261883,553963
0,94693,736389
1,300183,361123
1,83256,828307
0,162166,545337
1,93629,52431
0,354847,708305
1,89129,177200
0,551893,512682
1,45202,343535
0,757507,54798
0,775118,510543
1,755033,365627
0,409066,279456
0,558602,167942
0,410411,743707
1,699591,594265
1,510458,490951
0,663566,565779
0,256858,551667
0,720678,832935
0,94693,335071
0,330024,134919
0,264991,729590
0,655345,417143
0,676610,166790
0,655345,404567
1,627483,570844
0,676610,483316
0,94693,373385
0,161108,556943
1,786720,496875
1,381135,571586
1,296253,655064
1,653110,741654
0,410411,738103
0,63090,129793
0,161108,476331
0,484132,527198
0,742798,715039
1,766163,691420
0,546097,319491
0,835939,754864
1,132151,455623
0,676610,485414
1,672945,568016
1,119583,683161
0,94693,540155
1,647481,199112
0,74604,628417
1,112892,404346
1,38219,594817
1,802083,822591
1,829458,306252
0,563655,239904
1,55109,380560
0,91659,21657
1,282563,137442
1,501946,200881
0,253901,324990
0,704218,133833
0,393346,667184
1,99232,699401
0,74604,298521
1,37042,274329
0,676610,38025
0,74604,671468
1,126702,74864
1,285780,413496
1,418786,22791
1,303528,29561
1,53091,335126
1,408935,537358
1,506930,648821
0,451915,680117
1,39722,526269
1,21569,768209
0,409066,544368
1,229584,40641
1,87975,78420
1,622464,806919
0,21026,237630
1,493511,592523
0,84561,420003
1,459925,645149
0,21026,623963
1,824484,498838
0,746834,564614
0,663566,99009
0,663566,816463
0,163398,22770
1,280735,118309
0,551893,745802
1,643816,229133
0,378856,189488
0,825136,502671
0,397870,120035
0,825136,705707
1,677566,820008
0,629927,168571
0,91659,33224
0,91659,62607
0,413733,391081
1,153951,703937
0,256858,418973
1,442243,266862
0,84561,710087
1,502346,278256
1,22919,832957
1,717742,268131
0,592943,200488
0,592943,658940
1,653176,733802
1,688671,151379
0,54141,556216
0,475434,279936
0,413733,395319
0,54141,14247
0,746834,148278
0,704218,403256
0,162166,377501
1,10035,812007
0,291850,474892
1,520928,287382
0,253901,679135
1,564653,558149
0,389220,449846
0,742798,578994
0,415071,368000
1,403474,114983
0,413733,773620
0,330024,149022
0,74604,554818
1,542537,50167
1,643083,588858
1,20733,520344
0,393346,115696
1,151120,570313
1,378521,25995
1,588495,710385
0,563655,618460
0,704218,798018
0,746834,407179
0,676610,614778
1,140131,230782
0,415071,645736
0,746834,612005
1,209688,759735
1,246438,233401
1,158552,397237
0,327150,636948
1,173029,825280
1,754334,287172
1,322341,546519
1,289126,143297
0,415071,632177
0,54141,690871
0,409066,417143
1,691188,438957
1,393909,372
0,825136,748573
0,21026,536354
0,94693,560014
1,174607,40816
0,563655,234488
1,815153,120243
1,537906,748355
0,21026,358359
1,588956,180020
0,825136,542469
0,655345,252070
0,397870,817545
0,410411,369651
0,591266,461267
1,1866,559451
0,551893,482565
1,622666,370815
1,179655,247930
1,639918,360428
1,379724,445244
1,529235,260303
0,11183,260185
1,335042,439706
1,32590,170221
0,835939,251964
0,378856,712693
1,165891,90788
1,254177,713806
0,742798,40956
1,31132,517077
0,11183,129682
0,333674,170714
1,568933,682013
0,271211,90099
0,643580,177121
0,817680,734578
0,835939,302678
0,91659,395319
0,163398,357150
0,271211,124618
0,720678,829325
1,723381,177077
1,447999,303836
1,652016,580031
0,834188,49169
0,84561,755641
1,580351,352630
1,43988,6428
0,333674,295222
1,45300,91002
1,197647,136241
1,75505,223248
1,303826,237887
0,825136,749402
1,94181,572746
0,256858,402462
0,591266,128805
0,393346,397113
0,411179,218342
0,172772,273221
0,162166,612219
1,713257,781716
1,523446,97856
0,535277,276875
1,530438,118547
1,333196,759308
0,11183,718271
0,397870,216974
1,729250,715505
0,720678,155240
0,592943,21342
0,389220,513634
0,676610,557649
1,9611,28860
0,163398,442277
0,775118,329394
0,172772,590548
0,775118,251558
0,720678,57477
0,389220,703617
0,828968,756306
0,676610,51583
1,129018,726095
0,378856,435865
0,161108,136072
0,172772,594842
1,824383,207949
1,792787,180947
0,42526,688255
1,276825,698463
1,233529,171982
1,29161,479548
1,471067,653758
1,656664,590314
0,592943,131516
0,389220,833081
1,595797,570270
0,394152,61170
1,213975,213975
1,337699,261909
0,172772,635394
0,663566,502289
0,663566,486365
0,663566,710452
0,264991,209432
1,540427,393341
1,466362,35603
1,214909,513419
0,546097,405025
1,766250,264647
0,333674,7700
1,812650,524123
0,742798,103504
0,397870,801782
0,264991,285253
1,167269,448140
0,291850,198049
0,141580,309147
1,453505,621328
1,629472,764536
0,21026,562264
0,163398,627218
0,354847,253876
1,662510,275833
0,742798,442133
0,775118,771146
0,162166,703257
1,495640,748355
0,779170,667144
1,615571,23194
1,201609,182357
1,327889,63246
1,308218,474025
0,389220,827606
0,411179,425484
0,720678,44021
1,440372,440372
0,389220,831935
1,313221,72980
0,835939,619007
1,492338,203650
1,502046,739406
1,567706,667474
1,90090,58010
1,745671,84436
1,6687,14260
0,271211,452142
0,333674,588983
1,270012,247690
1,225593,218089
1,759123,196775
0,163398,667887
1,836325,419653
1,746465,614497
0,11183,543769
0,394152,630249
0,42526,460320
1,435132,697979
0,591266,432939
0,291850,359034
1,275081,216983
1,545262,482294
1,379497,727160
1,525561,27292
1,382009,699998
